gender,age,percentile,vo2max,interpretation
F,20,15,18,Poor
F,20,16,18.8,Poor
F,20,17,19.5,Poor
F,20,18,20.2,Poor
F,20,19,20.9,Poor
F,20,20,21.6,Fair
F,20,21,22.4,Fair
F,20,22,23.1,Fair
F,20,23,23.8,Fair
F,20,24,24.5,Fair
F,20,25,25.2,Fair
F,20,26,26,Fair
F,20,27,26.7,Fair
F,20,28,27.4,Fair
F,20,29,28.1,Fair
F,20,30,28.8,Fair
F,20,31,29.6,Fair
F,20,32,30.3,Fair
F,20,33,31,Fair
F,20,34,31.7,Fair
F,20,35,32.5,Fair
F,20,36,33.2,Fair
F,20,37,33.9,Fair
F,20,38,34.6,Fair
F,20,39,35.3,Fair
F,20,40,36.1,Normal
F,20,41,36.1,Normal
F,20,42,36.2,Normal
F,20,43,36.3,Normal
F,20,44,36.4,Normal
F,20,45,36.5,Normal
F,20,46,36.5,Normal
F,20,47,36.6,Normal
F,20,48,36.7,Normal
F,20,49,36.8,Normal
F,20,50,36.9,Normal
F,20,51,37,Normal
F,20,52,37.1,Normal
F,20,53,37.2,Normal
F,20,54,37.3,Normal
F,20,55,37.4,Normal
F,20,56,37.6,Normal
F,20,57,37.7,Normal
F,20,58,37.8,Normal
F,20,59,37.9,Normal
F,20,60,38.1,Good
F,20,61,38.2,Good
F,20,62,38.3,Good
F,20,63,38.5,Good
F,20,64,38.6,Good
F,20,65,38.8,Good
F,20,66,38.9,Good
F,20,67,39.1,Good
F,20,68,39.2,Good
F,20,69,39.4,Good
F,20,70,39.5,Good
F,20,71,39.7,Good
F,20,72,39.8,Good
F,20,73,39.9,Good
F,20,74,40.1,Good
F,20,75,40.2,Good
F,20,76,40.4,Good
F,20,77,40.5,Good
F,20,78,40.7,Good
F,20,79,40.8,Good
F,20,80,41,Excellent
F,20,81,41.2,Excellent
F,20,82,41.4,Excellent
F,20,83,41.5,Excellent
F,20,84,41.7,Excellent
F,20,85,42,Excellent
F,20,86,42.3,Excellent
F,20,87,42.7,Excellent
F,20,88,43.2,Excellent
F,20,89,43.7,Excellent
F,20,90,44.4,Excellent
F,20,91,45.1,Excellent
F,20,92,45.9,Excellent
F,20,93,46.9,Excellent
F,20,94,47.9,Excellent
F,20,95,49,Excellent
F,20,96,55.2,Excellent
F,20,97,61.3,Excellent
F,20,98,67.4,Excellent
F,20,99,73.6,Excellent
F,21,15,17.9,Poor
F,21,16,18.6,Poor
F,21,17,19.4,Poor
F,21,18,20.1,Poor
F,21,19,20.8,Poor
F,21,20,21.5,Fair
F,21,21,22.2,Fair
F,21,22,22.9,Fair
F,21,23,23.7,Fair
F,21,24,24.4,Fair
F,21,25,25.1,Fair
F,21,26,25.8,Fair
F,21,27,26.5,Fair
F,21,28,27.3,Fair
F,21,29,28,Fair
F,21,30,28.7,Fair
F,21,31,29.4,Fair
F,21,32,30.1,Fair
F,21,33,30.8,Fair
F,21,34,31.6,Fair
F,21,35,32.3,Fair
F,21,36,33,Fair
F,21,37,33.7,Fair
F,21,38,34.4,Fair
F,21,39,35.1,Fair
F,21,40,35.9,Normal
F,21,41,35.9,Normal
F,21,42,36,Normal
F,21,43,36.1,Normal
F,21,44,36.2,Normal
F,21,45,36.3,Normal
F,21,46,36.3,Normal
F,21,47,36.4,Normal
F,21,48,36.5,Normal
F,21,49,36.6,Normal
F,21,50,36.7,Normal
F,21,51,36.8,Normal
F,21,52,36.9,Normal
F,21,53,37,Normal
F,21,54,37.1,Normal
F,21,55,37.2,Normal
F,21,56,37.3,Normal
F,21,57,37.5,Normal
F,21,58,37.6,Normal
F,21,59,37.7,Normal
F,21,60,37.9,Good
F,21,61,38,Good
F,21,62,38.1,Good
F,21,63,38.3,Good
F,21,64,38.4,Good
F,21,65,38.6,Good
F,21,66,38.7,Good
F,21,67,38.9,Good
F,21,68,39,Good
F,21,69,39.2,Good
F,21,70,39.3,Good
F,21,71,39.5,Good
F,21,72,39.6,Good
F,21,73,39.7,Good
F,21,74,39.9,Good
F,21,75,40,Good
F,21,76,40.2,Good
F,21,77,40.4,Good
F,21,78,40.5,Good
F,21,79,40.7,Good
F,21,80,40.9,Excellent
F,21,81,41.1,Excellent
F,21,82,41.2,Excellent
F,21,83,41.4,Excellent
F,21,84,41.6,Excellent
F,21,85,41.8,Excellent
F,21,86,42.2,Excellent
F,21,87,42.6,Excellent
F,21,88,43,Excellent
F,21,89,43.6,Excellent
F,21,90,44.3,Excellent
F,21,91,45,Excellent
F,21,92,45.8,Excellent
F,21,93,46.7,Excellent
F,21,94,47.7,Excellent
F,21,95,48.8,Excellent
F,21,96,54.9,Excellent
F,21,97,61,Excellent
F,21,98,67.1,Excellent
F,21,99,73.2,Excellent
F,22,15,17.8,Poor
F,22,16,18.5,Poor
F,22,17,19.3,Poor
F,22,18,20,Poor
F,22,19,20.7,Poor
F,22,20,21.4,Fair
F,22,21,22.1,Fair
F,22,22,22.8,Fair
F,22,23,23.5,Fair
F,22,24,24.3,Fair
F,22,25,25,Fair
F,22,26,25.7,Fair
F,22,27,26.4,Fair
F,22,28,27.1,Fair
F,22,29,27.8,Fair
F,22,30,28.5,Fair
F,22,31,29.2,Fair
F,22,32,30,Fair
F,22,33,30.7,Fair
F,22,34,31.4,Fair
F,22,35,32.1,Fair
F,22,36,32.8,Fair
F,22,37,33.5,Fair
F,22,38,34.2,Fair
F,22,39,34.9,Fair
F,22,40,35.7,Normal
F,22,41,35.7,Normal
F,22,42,35.8,Normal
F,22,43,35.9,Normal
F,22,44,36,Normal
F,22,45,36.1,Normal
F,22,46,36.1,Normal
F,22,47,36.2,Normal
F,22,48,36.3,Normal
F,22,49,36.4,Normal
F,22,50,36.5,Normal
F,22,51,36.6,Normal
F,22,52,36.7,Normal
F,22,53,36.8,Normal
F,22,54,36.9,Normal
F,22,55,37,Normal
F,22,56,37.1,Normal
F,22,57,37.3,Normal
F,22,58,37.4,Normal
F,22,59,37.5,Normal
F,22,60,37.7,Good
F,22,61,37.8,Good
F,22,62,37.9,Good
F,22,63,38.1,Good
F,22,64,38.2,Good
F,22,65,38.4,Good
F,22,66,38.5,Good
F,22,67,38.7,Good
F,22,68,38.8,Good
F,22,69,39,Good
F,22,70,39.1,Good
F,22,71,39.3,Good
F,22,72,39.4,Good
F,22,73,39.6,Good
F,22,74,39.7,Good
F,22,75,39.9,Good
F,22,76,40,Good
F,22,77,40.2,Good
F,22,78,40.4,Good
F,22,79,40.5,Good
F,22,80,40.7,Excellent
F,22,81,40.9,Excellent
F,22,82,41.1,Excellent
F,22,83,41.3,Excellent
F,22,84,41.5,Excellent
F,22,85,41.7,Excellent
F,22,86,42,Excellent
F,22,87,42.4,Excellent
F,22,88,42.9,Excellent
F,22,89,43.5,Excellent
F,22,90,44.1,Excellent
F,22,91,44.9,Excellent
F,22,92,45.7,Excellent
F,22,93,46.5,Excellent
F,22,94,47.5,Excellent
F,22,95,48.6,Excellent
F,22,96,54.7,Excellent
F,22,97,60.8,Excellent
F,22,98,66.8,Excellent
F,22,99,72.9,Excellent
F,23,15,17.7,Poor
F,23,16,18.4,Poor
F,23,17,19.2,Poor
F,23,18,19.9,Poor
F,23,19,20.6,Poor
F,23,20,21.3,Fair
F,23,21,22,Fair
F,23,22,22.7,Fair
F,23,23,23.4,Fair
F,23,24,24.1,Fair
F,23,25,24.8,Fair
F,23,26,25.5,Fair
F,23,27,26.3,Fair
F,23,28,27,Fair
F,23,29,27.7,Fair
F,23,30,28.4,Fair
F,23,31,29.1,Fair
F,23,32,29.8,Fair
F,23,33,30.5,Fair
F,23,34,31.2,Fair
F,23,35,31.9,Fair
F,23,36,32.6,Fair
F,23,37,33.3,Fair
F,23,38,34.1,Fair
F,23,39,34.8,Fair
F,23,40,35.5,Normal
F,23,41,35.6,Normal
F,23,42,35.6,Normal
F,23,43,35.7,Normal
F,23,44,35.8,Normal
F,23,45,35.9,Normal
F,23,46,35.9,Normal
F,23,47,36,Normal
F,23,48,36.1,Normal
F,23,49,36.2,Normal
F,23,50,36.3,Normal
F,23,51,36.4,Normal
F,23,52,36.5,Normal
F,23,53,36.6,Normal
F,23,54,36.7,Normal
F,23,55,36.8,Normal
F,23,56,36.9,Normal
F,23,57,37.1,Normal
F,23,58,37.2,Normal
F,23,59,37.3,Normal
F,23,60,37.5,Good
F,23,61,37.6,Good
F,23,62,37.8,Good
F,23,63,37.9,Good
F,23,64,38,Good
F,23,65,38.2,Good
F,23,66,38.3,Good
F,23,67,38.5,Good
F,23,68,38.6,Good
F,23,69,38.8,Good
F,23,70,38.9,Good
F,23,71,39.1,Good
F,23,72,39.2,Good
F,23,73,39.4,Good
F,23,74,39.5,Good
F,23,75,39.7,Good
F,23,76,39.9,Good
F,23,77,40,Good
F,23,78,40.2,Good
F,23,79,40.4,Good
F,23,80,40.6,Excellent
F,23,81,40.8,Excellent
F,23,82,40.9,Excellent
F,23,83,41.1,Excellent
F,23,84,41.3,Excellent
F,23,85,41.6,Excellent
F,23,86,41.9,Excellent
F,23,87,42.3,Excellent
F,23,88,42.8,Excellent
F,23,89,43.4,Excellent
F,23,90,44,Excellent
F,23,91,44.7,Excellent
F,23,92,45.5,Excellent
F,23,93,46.4,Excellent
F,23,94,47.3,Excellent
F,23,95,48.4,Excellent
F,23,96,54.4,Excellent
F,23,97,60.5,Excellent
F,23,98,66.5,Excellent
F,23,99,72.6,Excellent
F,24,15,17.6,Poor
F,24,16,18.4,Poor
F,24,17,19.1,Poor
F,24,18,19.8,Poor
F,24,19,20.5,Poor
F,24,20,21.2,Fair
F,24,21,21.9,Fair
F,24,22,22.6,Fair
F,24,23,23.3,Fair
F,24,24,24,Fair
F,24,25,24.7,Fair
F,24,26,25.4,Fair
F,24,27,26.1,Fair
F,24,28,26.8,Fair
F,24,29,27.5,Fair
F,24,30,28.2,Fair
F,24,31,28.9,Fair
F,24,32,29.6,Fair
F,24,33,30.4,Fair
F,24,34,31.1,Fair
F,24,35,31.8,Fair
F,24,36,32.5,Fair
F,24,37,33.2,Fair
F,24,38,33.9,Fair
F,24,39,34.6,Fair
F,24,40,35.3,Normal
F,24,41,35.4,Normal
F,24,42,35.5,Normal
F,24,43,35.5,Normal
F,24,44,35.6,Normal
F,24,45,35.7,Normal
F,24,46,35.8,Normal
F,24,47,35.8,Normal
F,24,48,35.9,Normal
F,24,49,36,Normal
F,24,50,36.1,Normal
F,24,51,36.2,Normal
F,24,52,36.3,Normal
F,24,53,36.4,Normal
F,24,54,36.5,Normal
F,24,55,36.6,Normal
F,24,56,36.8,Normal
F,24,57,36.9,Normal
F,24,58,37,Normal
F,24,59,37.2,Normal
F,24,60,37.3,Good
F,24,61,37.4,Good
F,24,62,37.6,Good
F,24,63,37.7,Good
F,24,64,37.9,Good
F,24,65,38,Good
F,24,66,38.2,Good
F,24,67,38.3,Good
F,24,68,38.5,Good
F,24,69,38.6,Good
F,24,70,38.8,Good
F,24,71,38.9,Good
F,24,72,39.1,Good
F,24,73,39.2,Good
F,24,74,39.4,Good
F,24,75,39.5,Good
F,24,76,39.7,Good
F,24,77,39.9,Good
F,24,78,40,Good
F,24,79,40.2,Good
F,24,80,40.4,Excellent
F,24,81,40.6,Excellent
F,24,82,40.8,Excellent
F,24,83,41,Excellent
F,24,84,41.2,Excellent
F,24,85,41.5,Excellent
F,24,86,41.8,Excellent
F,24,87,42.2,Excellent
F,24,88,42.7,Excellent
F,24,89,43.2,Excellent
F,24,90,43.9,Excellent
F,24,91,44.6,Excellent
F,24,92,45.3,Excellent
F,24,93,46.2,Excellent
F,24,94,47.1,Excellent
F,24,95,48.2,Excellent
F,24,96,54.2,Excellent
F,24,97,60.2,Excellent
F,24,98,66.3,Excellent
F,24,99,72.3,Excellent
F,25,15,17.6,Poor
F,25,16,18.3,Poor
F,25,17,19,Poor
F,25,18,19.7,Poor
F,25,19,20.4,Poor
F,25,20,21.1,Fair
F,25,21,21.8,Fair
F,25,22,22.5,Fair
F,25,23,23.2,Fair
F,25,24,23.9,Fair
F,25,25,24.6,Fair
F,25,26,25.3,Fair
F,25,27,26,Fair
F,25,28,26.7,Fair
F,25,29,27.4,Fair
F,25,30,28.1,Fair
F,25,31,28.8,Fair
F,25,32,29.5,Fair
F,25,33,30.2,Fair
F,25,34,30.9,Fair
F,25,35,31.6,Fair
F,25,36,32.3,Fair
F,25,37,33,Fair
F,25,38,33.7,Fair
F,25,39,34.4,Fair
F,25,40,35.1,Normal
F,25,41,35.2,Normal
F,25,42,35.3,Normal
F,25,43,35.4,Normal
F,25,44,35.4,Normal
F,25,45,35.5,Normal
F,25,46,35.6,Normal
F,25,47,35.7,Normal
F,25,48,35.7,Normal
F,25,49,35.8,Normal
F,25,50,35.9,Normal
F,25,51,36,Normal
F,25,52,36.1,Normal
F,25,53,36.2,Normal
F,25,54,36.4,Normal
F,25,55,36.5,Normal
F,25,56,36.6,Normal
F,25,57,36.7,Normal
F,25,58,36.8,Normal
F,25,59,37,Normal
F,25,60,37.1,Good
F,25,61,37.3,Good
F,25,62,37.4,Good
F,25,63,37.5,Good
F,25,64,37.7,Good
F,25,65,37.8,Good
F,25,66,38,Good
F,25,67,38.1,Good
F,25,68,38.3,Good
F,25,69,38.4,Good
F,25,70,38.6,Good
F,25,71,38.7,Good
F,25,72,38.9,Good
F,25,73,39.1,Good
F,25,74,39.2,Good
F,25,75,39.4,Good
F,25,76,39.5,Good
F,25,77,39.7,Good
F,25,78,39.9,Good
F,25,79,40.1,Good
F,25,80,40.2,Excellent
F,25,81,40.4,Excellent
F,25,82,40.6,Excellent
F,25,83,40.8,Excellent
F,25,84,41.1,Excellent
F,25,85,41.3,Excellent
F,25,86,41.6,Excellent
F,25,87,42,Excellent
F,25,88,42.5,Excellent
F,25,89,43.1,Excellent
F,25,90,43.7,Excellent
F,25,91,44.4,Excellent
F,25,92,45.2,Excellent
F,25,93,46,Excellent
F,25,94,46.9,Excellent
F,25,95,48,Excellent
F,25,96,54,Excellent
F,25,97,60,Excellent
F,25,98,66,Excellent
F,25,99,72,Excellent
F,26,15,17.5,Poor
F,26,16,18.2,Poor
F,26,17,18.9,Poor
F,26,18,19.6,Poor
F,26,19,20.3,Poor
F,26,20,21,Fair
F,26,21,21.7,Fair
F,26,22,22.4,Fair
F,26,23,23.1,Fair
F,26,24,23.8,Fair
F,26,25,24.5,Fair
F,26,26,25.2,Fair
F,26,27,25.9,Fair
F,26,28,26.6,Fair
F,26,29,27.3,Fair
F,26,30,28,Fair
F,26,31,28.7,Fair
F,26,32,29.4,Fair
F,26,33,30.1,Fair
F,26,34,30.8,Fair
F,26,35,31.5,Fair
F,26,36,32.2,Fair
F,26,37,32.9,Fair
F,26,38,33.6,Fair
F,26,39,34.3,Fair
F,26,40,35,Normal
F,26,41,35,Normal
F,26,42,35.1,Normal
F,26,43,35.2,Normal
F,26,44,35.3,Normal
F,26,45,35.3,Normal
F,26,46,35.4,Normal
F,26,47,35.5,Normal
F,26,48,35.6,Normal
F,26,49,35.7,Normal
F,26,50,35.8,Normal
F,26,51,35.9,Normal
F,26,52,36,Normal
F,26,53,36.1,Normal
F,26,54,36.2,Normal
F,26,55,36.3,Normal
F,26,56,36.4,Normal
F,26,57,36.6,Normal
F,26,58,36.7,Normal
F,26,59,36.8,Normal
F,26,60,37,Good
F,26,61,37.1,Good
F,26,62,37.2,Good
F,26,63,37.4,Good
F,26,64,37.5,Good
F,26,65,37.7,Good
F,26,66,37.8,Good
F,26,67,38,Good
F,26,68,38.1,Good
F,26,69,38.3,Good
F,26,70,38.4,Good
F,26,71,38.6,Good
F,26,72,38.7,Good
F,26,73,38.9,Good
F,26,74,39,Good
F,26,75,39.2,Good
F,26,76,39.4,Good
F,26,77,39.5,Good
F,26,78,39.7,Good
F,26,79,39.9,Good
F,26,80,40.1,Excellent
F,26,81,40.3,Excellent
F,26,82,40.5,Excellent
F,26,83,40.7,Excellent
F,26,84,40.9,Excellent
F,26,85,41.2,Excellent
F,26,86,41.5,Excellent
F,26,87,41.9,Excellent
F,26,88,42.4,Excellent
F,26,89,42.9,Excellent
F,26,90,43.5,Excellent
F,26,91,44.2,Excellent
F,26,92,45,Excellent
F,26,93,45.8,Excellent
F,26,94,46.8,Excellent
F,26,95,47.8,Excellent
F,26,96,53.7,Excellent
F,26,97,59.7,Excellent
F,26,98,65.7,Excellent
F,26,99,71.7,Excellent
F,27,15,17.4,Poor
F,27,16,18.1,Poor
F,27,17,18.8,Poor
F,27,18,19.5,Poor
F,27,19,20.2,Poor
F,27,20,20.9,Fair
F,27,21,21.6,Fair
F,27,22,22.3,Fair
F,27,23,23,Fair
F,27,24,23.7,Fair
F,27,25,24.4,Fair
F,27,26,25.1,Fair
F,27,27,25.8,Fair
F,27,28,26.5,Fair
F,27,29,27.1,Fair
F,27,30,27.8,Fair
F,27,31,28.5,Fair
F,27,32,29.2,Fair
F,27,33,29.9,Fair
F,27,34,30.6,Fair
F,27,35,31.3,Fair
F,27,36,32,Fair
F,27,37,32.7,Fair
F,27,38,33.4,Fair
F,27,39,34.1,Fair
F,27,40,34.8,Normal
F,27,41,34.9,Normal
F,27,42,35,Normal
F,27,43,35,Normal
F,27,44,35.1,Normal
F,27,45,35.2,Normal
F,27,46,35.3,Normal
F,27,47,35.3,Normal
F,27,48,35.4,Normal
F,27,49,35.5,Normal
F,27,50,35.6,Normal
F,27,51,35.7,Normal
F,27,52,35.8,Normal
F,27,53,35.9,Normal
F,27,54,36,Normal
F,27,55,36.1,Normal
F,27,56,36.3,Normal
F,27,57,36.4,Normal
F,27,58,36.5,Normal
F,27,59,36.7,Normal
F,27,60,36.8,Good
F,27,61,36.9,Good
F,27,62,37.1,Good
F,27,63,37.2,Good
F,27,64,37.4,Good
F,27,65,37.5,Good
F,27,66,37.7,Good
F,27,67,37.8,Good
F,27,68,38,Good
F,27,69,38.1,Good
F,27,70,38.3,Good
F,27,71,38.4,Good
F,27,72,38.6,Good
F,27,73,38.7,Good
F,27,74,38.9,Good
F,27,75,39,Good
F,27,76,39.2,Good
F,27,77,39.4,Good
F,27,78,39.5,Good
F,27,79,39.7,Good
F,27,80,39.9,Excellent
F,27,81,40.1,Excellent
F,27,82,40.3,Excellent
F,27,83,40.5,Excellent
F,27,84,40.7,Excellent
F,27,85,41,Excellent
F,27,86,41.3,Excellent
F,27,87,41.7,Excellent
F,27,88,42.2,Excellent
F,27,89,42.8,Excellent
F,27,90,43.4,Excellent
F,27,91,44,Excellent
F,27,92,44.8,Excellent
F,27,93,45.6,Excellent
F,27,94,46.6,Excellent
F,27,95,47.6,Excellent
F,27,96,53.5,Excellent
F,27,97,59.5,Excellent
F,27,98,65.4,Excellent
F,27,99,71.3,Excellent
F,28,15,17.3,Poor
F,28,16,18,Poor
F,28,17,18.7,Poor
F,28,18,19.4,Poor
F,28,19,20.1,Poor
F,28,20,20.8,Fair
F,28,21,21.5,Fair
F,28,22,22.2,Fair
F,28,23,22.9,Fair
F,28,24,23.6,Fair
F,28,25,24.3,Fair
F,28,26,24.9,Fair
F,28,27,25.6,Fair
F,28,28,26.3,Fair
F,28,29,27,Fair
F,28,30,27.7,Fair
F,28,31,28.4,Fair
F,28,32,29.1,Fair
F,28,33,29.8,Fair
F,28,34,30.5,Fair
F,28,35,31.2,Fair
F,28,36,31.9,Fair
F,28,37,32.6,Fair
F,28,38,33.3,Fair
F,28,39,34,Fair
F,28,40,34.6,Normal
F,28,41,34.7,Normal
F,28,42,34.8,Normal
F,28,43,34.9,Normal
F,28,44,35,Normal
F,28,45,35,Normal
F,28,46,35.1,Normal
F,28,47,35.2,Normal
F,28,48,35.3,Normal
F,28,49,35.3,Normal
F,28,50,35.4,Normal
F,28,51,35.5,Normal
F,28,52,35.6,Normal
F,28,53,35.8,Normal
F,28,54,35.9,Normal
F,28,55,36,Normal
F,28,56,36.1,Normal
F,28,57,36.2,Normal
F,28,58,36.4,Normal
F,28,59,36.5,Normal
F,28,60,36.6,Good
F,28,61,36.8,Good
F,28,62,36.9,Good
F,28,63,37.1,Good
F,28,64,37.2,Good
F,28,65,37.4,Good
F,28,66,37.5,Good
F,28,67,37.7,Good
F,28,68,37.8,Good
F,28,69,38,Good
F,28,70,38.1,Good
F,28,71,38.3,Good
F,28,72,38.4,Good
F,28,73,38.6,Good
F,28,74,38.7,Good
F,28,75,38.9,Good
F,28,76,39,Good
F,28,77,39.2,Good
F,28,78,39.4,Good
F,28,79,39.6,Good
F,28,80,39.8,Excellent
F,28,81,40,Excellent
F,28,82,40.2,Excellent
F,28,83,40.4,Excellent
F,28,84,40.6,Excellent
F,28,85,40.8,Excellent
F,28,86,41.2,Excellent
F,28,87,41.5,Excellent
F,28,88,42,Excellent
F,28,89,42.6,Excellent
F,28,90,43.2,Excellent
F,28,91,43.9,Excellent
F,28,92,44.6,Excellent
F,28,93,45.4,Excellent
F,28,94,46.4,Excellent
F,28,95,47.4,Excellent
F,28,96,53.3,Excellent
F,28,97,59.2,Excellent
F,28,98,65.1,Excellent
F,28,99,71,Excellent
F,29,15,17.3,Poor
F,29,16,17.9,Poor
F,29,17,18.6,Poor
F,29,18,19.3,Poor
F,29,19,20,Poor
F,29,20,20.7,Fair
F,29,21,21.4,Fair
F,29,22,22.1,Fair
F,29,23,22.8,Fair
F,29,24,23.5,Fair
F,29,25,24.2,Fair
F,29,26,24.8,Fair
F,29,27,25.5,Fair
F,29,28,26.2,Fair
F,29,29,26.9,Fair
F,29,30,27.6,Fair
F,29,31,28.3,Fair
F,29,32,29,Fair
F,29,33,29.7,Fair
F,29,34,30.4,Fair
F,29,35,31.1,Fair
F,29,36,31.7,Fair
F,29,37,32.4,Fair
F,29,38,33.1,Fair
F,29,39,33.8,Fair
F,29,40,34.5,Normal
F,29,41,34.6,Normal
F,29,42,34.7,Normal
F,29,43,34.7,Normal
F,29,44,34.8,Normal
F,29,45,34.9,Normal
F,29,46,35,Normal
F,29,47,35,Normal
F,29,48,35.1,Normal
F,29,49,35.2,Normal
F,29,50,35.3,Normal
F,29,51,35.4,Normal
F,29,52,35.5,Normal
F,29,53,35.6,Normal
F,29,54,35.7,Normal
F,29,55,35.8,Normal
F,29,56,36,Normal
F,29,57,36.1,Normal
F,29,58,36.2,Normal
F,29,59,36.4,Normal
F,29,60,36.5,Good
F,29,61,36.6,Good
F,29,62,36.8,Good
F,29,63,36.9,Good
F,29,64,37.1,Good
F,29,65,37.2,Good
F,29,66,37.4,Good
F,29,67,37.5,Good
F,29,68,37.7,Good
F,29,69,37.8,Good
F,29,70,38,Good
F,29,71,38.1,Good
F,29,72,38.3,Good
F,29,73,38.4,Good
F,29,74,38.6,Good
F,29,75,38.7,Good
F,29,76,38.9,Good
F,29,77,39,Good
F,29,78,39.2,Good
F,29,79,39.4,Good
F,29,80,39.6,Excellent
F,29,81,39.8,Excellent
F,29,82,40,Excellent
F,29,83,40.2,Excellent
F,29,84,40.4,Excellent
F,29,85,40.7,Excellent
F,29,86,41,Excellent
F,29,87,41.4,Excellent
F,29,88,41.8,Excellent
F,29,89,42.4,Excellent
F,29,90,43,Excellent
F,29,91,43.7,Excellent
F,29,92,44.4,Excellent
F,29,93,45.2,Excellent
F,29,94,46.2,Excellent
F,29,95,47.2,Excellent
F,29,96,53,Excellent
F,29,97,58.9,Excellent
F,29,98,64.8,Excellent
F,29,99,70.7,Excellent
F,30,15,17.2,Poor
F,30,16,17.9,Poor
F,30,17,18.6,Poor
F,30,18,19.2,Poor
F,30,19,19.9,Poor
F,30,20,20.6,Fair
F,30,21,21.3,Fair
F,30,22,22,Fair
F,30,23,22.7,Fair
F,30,24,23.4,Fair
F,30,25,24,Fair
F,30,26,24.7,Fair
F,30,27,25.4,Fair
F,30,28,26.1,Fair
F,30,29,26.8,Fair
F,30,30,27.5,Fair
F,30,31,28.2,Fair
F,30,32,28.9,Fair
F,30,33,29.5,Fair
F,30,34,30.2,Fair
F,30,35,30.9,Fair
F,30,36,31.6,Fair
F,30,37,32.3,Fair
F,30,38,33,Fair
F,30,39,33.7,Fair
F,30,40,34.4,Normal
F,30,41,34.4,Normal
F,30,42,34.5,Normal
F,30,43,34.6,Normal
F,30,44,34.7,Normal
F,30,45,34.7,Normal
F,30,46,34.8,Normal
F,30,47,34.9,Normal
F,30,48,35,Normal
F,30,49,35.1,Normal
F,30,50,35.2,Normal
F,30,51,35.3,Normal
F,30,52,35.4,Normal
F,30,53,35.5,Normal
F,30,54,35.6,Normal
F,30,55,35.7,Normal
F,30,56,35.8,Normal
F,30,57,36,Normal
F,30,58,36.1,Normal
F,30,59,36.2,Normal
F,30,60,36.4,Good
F,30,61,36.5,Good
F,30,62,36.6,Good
F,30,63,36.8,Good
F,30,64,36.9,Good
F,30,65,37.1,Good
F,30,66,37.2,Good
F,30,67,37.4,Good
F,30,68,37.5,Good
F,30,69,37.7,Good
F,30,70,37.8,Good
F,30,71,38,Good
F,30,72,38.1,Good
F,30,73,38.3,Good
F,30,74,38.4,Good
F,30,75,38.6,Good
F,30,76,38.7,Good
F,30,77,38.9,Good
F,30,78,39.1,Good
F,30,79,39.2,Good
F,30,80,39.4,Excellent
F,30,81,39.6,Excellent
F,30,82,39.8,Excellent
F,30,83,40,Excellent
F,30,84,40.2,Excellent
F,30,85,40.5,Excellent
F,30,86,40.8,Excellent
F,30,87,41.2,Excellent
F,30,88,41.6,Excellent
F,30,89,42.2,Excellent
F,30,90,42.8,Excellent
F,30,91,43.5,Excellent
F,30,92,44.2,Excellent
F,30,93,45,Excellent
F,30,94,45.9,Excellent
F,30,95,46.9,Excellent
F,30,96,52.8,Excellent
F,30,97,58.7,Excellent
F,30,98,64.6,Excellent
F,30,99,70.4,Excellent
F,31,15,17.1,Poor
F,31,16,17.8,Poor
F,31,17,18.5,Poor
F,31,18,19.2,Poor
F,31,19,19.8,Poor
F,31,20,20.5,Fair
F,31,21,21.2,Fair
F,31,22,21.9,Fair
F,31,23,22.6,Fair
F,31,24,23.3,Fair
F,31,25,24,Fair
F,31,26,24.6,Fair
F,31,27,25.3,Fair
F,31,28,26,Fair
F,31,29,26.7,Fair
F,31,30,27.4,Fair
F,31,31,28.1,Fair
F,31,32,28.7,Fair
F,31,33,29.4,Fair
F,31,34,30.1,Fair
F,31,35,30.8,Fair
F,31,36,31.5,Fair
F,31,37,32.2,Fair
F,31,38,32.9,Fair
F,31,39,33.5,Fair
F,31,40,34.2,Normal
F,31,41,34.3,Normal
F,31,42,34.4,Normal
F,31,43,34.5,Normal
F,31,44,34.5,Normal
F,31,45,34.6,Normal
F,31,46,34.7,Normal
F,31,47,34.8,Normal
F,31,48,34.8,Normal
F,31,49,34.9,Normal
F,31,50,35,Normal
F,31,51,35.1,Normal
F,31,52,35.2,Normal
F,31,53,35.3,Normal
F,31,54,35.5,Normal
F,31,55,35.6,Normal
F,31,56,35.7,Normal
F,31,57,35.8,Normal
F,31,58,36,Normal
F,31,59,36.1,Normal
F,31,60,36.2,Good
F,31,61,36.4,Good
F,31,62,36.5,Good
F,31,63,36.6,Good
F,31,64,36.8,Good
F,31,65,36.9,Good
F,31,66,37.1,Good
F,31,67,37.2,Good
F,31,68,37.4,Good
F,31,69,37.5,Good
F,31,70,37.7,Good
F,31,71,37.8,Good
F,31,72,38,Good
F,31,73,38.1,Good
F,31,74,38.3,Good
F,31,75,38.4,Good
F,31,76,38.6,Good
F,31,77,38.7,Good
F,31,78,38.9,Good
F,31,79,39.1,Good
F,31,80,39.3,Excellent
F,31,81,39.4,Excellent
F,31,82,39.6,Excellent
F,31,83,39.8,Excellent
F,31,84,40,Excellent
F,31,85,40.3,Excellent
F,31,86,40.6,Excellent
F,31,87,41,Excellent
F,31,88,41.4,Excellent
F,31,89,42,Excellent
F,31,90,42.6,Excellent
F,31,91,43.2,Excellent
F,31,92,44,Excellent
F,31,93,44.8,Excellent
