gender,age,percentile,vo2max,interpretation
F,51,62,31.7,Good
F,51,63,31.8,Good
F,51,64,31.9,Good
F,51,65,32.1,Good
F,51,66,32.2,Good
F,51,67,32.3,Good
F,51,68,32.4,Good
F,51,69,32.6,Good
F,51,70,32.7,Good
F,51,71,32.8,Good
F,51,72,32.9,Good
F,51,73,33,Good
F,51,74,33.2,Good
F,51,75,33.3,Good
F,51,76,33.4,Good
F,51,77,33.5,Good
F,51,78,33.7,Good
F,51,79,33.8,Good
F,51,80,33.9,Excellent
F,51,81,34.1,Excellent
F,51,82,34.2,Excellent
F,51,83,34.4,Excellent
F,51,84,34.5,Excellent
F,51,85,34.7,Excellent
F,51,86,35,Excellent
F,51,87,35.3,Excellent
F,51,88,35.7,Excellent
F,51,89,36.1,Excellent
F,51,90,36.7,Excellent
F,51,91,37.2,Excellent
F,51,92,37.9,Excellent
F,51,93,38.6,Excellent
F,51,94,39.4,Excellent
F,51,95,40.3,Excellent
F,51,96,45.3,Excellent
F,51,97,50.3,Excellent
F,51,98,55.4,Excellent
F,51,99,60.4,Excellent
F,52,15,14.7,Poor
F,52,16,15.3,Poor
F,52,17,15.9,Poor
F,52,18,16.5,Poor
F,52,19,17.1,Poor
F,52,20,17.7,Fair
F,52,21,18.3,Fair
F,52,22,18.9,Fair
F,52,23,19.5,Fair
F,52,24,20,Fair
F,52,25,20.6,Fair
F,52,26,21.2,Fair
F,52,27,21.8,Fair
F,52,28,22.4,Fair
F,52,29,23,Fair
F,52,30,23.6,Fair
F,52,31,24.2,Fair
F,52,32,24.8,Fair
F,52,33,25.4,Fair
F,52,34,25.9,Fair
F,52,35,26.5,Fair
F,52,36,27.1,Fair
F,52,37,27.7,Fair
F,52,38,28.3,Fair
F,52,39,28.9,Fair
F,52,40,29.5,Normal
F,52,41,29.5,Normal
F,52,42,29.6,Normal
F,52,43,29.7,Normal
F,52,44,29.8,Normal
F,52,45,29.8,Normal
F,52,46,29.9,Normal
F,52,47,29.9,Normal
F,52,48,30,Normal
F,52,49,30.1,Normal
F,52,50,30.2,Normal
F,52,51,30.3,Normal
F,52,52,30.3,Normal
F,52,53,30.4,Normal
F,52,54,30.5,Normal
F,52,55,30.6,Normal
F,52,56,30.7,Normal
F,52,57,30.8,Normal
F,52,58,30.9,Normal
F,52,59,31,Normal
F,52,60,31.2,Good
F,52,61,31.3,Good
F,52,62,31.4,Good
F,52,63,31.5,Good
F,52,64,31.6,Good
F,52,65,31.7,Good
F,52,66,31.9,Good
F,52,67,32,Good
F,52,68,32.1,Good
F,52,69,32.2,Good
F,52,70,32.3,Good
F,52,71,32.5,Good
F,52,72,32.6,Good
F,52,73,32.7,Good
F,52,74,32.8,Good
F,52,75,32.9,Good
F,52,76,33,Good
F,52,77,33.2,Good
F,52,78,33.3,Good
F,52,79,33.4,Good
F,52,80,33.6,Excellent
F,52,81,33.7,Excellent
F,52,82,33.9,Excellent
F,52,83,34,Excellent
F,52,84,34.2,Excellent
F,52,85,34.4,Excellent
F,52,86,34.6,Excellent
F,52,87,34.9,Excellent
F,52,88,35.3,Excellent
F,52,89,35.8,Excellent
F,52,90,36.3,Excellent
F,52,91,36.8,Excellent
F,52,92,37.5,Excellent
F,52,93,38.2,Excellent
F,52,94,39,Excellent
F,52,95,39.9,Excellent
F,52,96,44.8,Excellent
F,52,97,49.8,Excellent
F,52,98,54.8,Excellent
F,52,99,59.8,Excellent
F,53,15,14.6,Poor
F,53,16,15.2,Poor
F,53,17,15.8,Poor
F,53,18,16.3,Poor
F,53,19,16.9,Poor
F,53,20,17.5,Fair
F,53,21,18.1,Fair
F,53,22,18.7,Fair
F,53,23,19.3,Fair
F,53,24,19.9,Fair
F,53,25,20.4,Fair
F,53,26,21,Fair
F,53,27,21.6,Fair
F,53,28,22.2,Fair
F,53,29,22.8,Fair
F,53,30,23.4,Fair
F,53,31,23.9,Fair
F,53,32,24.5,Fair
F,53,33,25.1,Fair
F,53,34,25.7,Fair
F,53,35,26.3,Fair
F,53,36,26.9,Fair
F,53,37,27.4,Fair
F,53,38,28,Fair
F,53,39,28.6,Fair
F,53,40,29.2,Normal
F,53,41,29.3,Normal
F,53,42,29.3,Normal
F,53,43,29.4,Normal
F,53,44,29.5,Normal
F,53,45,29.5,Normal
F,53,46,29.6,Normal
F,53,47,29.7,Normal
F,53,48,29.7,Normal
F,53,49,29.8,Normal
F,53,50,29.9,Normal
F,53,51,30,Normal
F,53,52,30,Normal
F,53,53,30.1,Normal
F,53,54,30.2,Normal
F,53,55,30.3,Normal
F,53,56,30.4,Normal
F,53,57,30.5,Normal
F,53,58,30.6,Normal
F,53,59,30.7,Normal
F,53,60,30.8,Good
F,53,61,31,Good
F,53,62,31.1,Good
F,53,63,31.2,Good
F,53,64,31.3,Good
F,53,65,31.4,Good
F,53,66,31.5,Good
F,53,67,31.6,Good
F,53,68,31.8,Good
F,53,69,31.9,Good
F,53,70,32,Good
F,53,71,32.1,Good
F,53,72,32.2,Good
F,53,73,32.4,Good
F,53,74,32.5,Good
F,53,75,32.6,Good
F,53,76,32.7,Good
F,53,77,32.8,Good
F,53,78,33,Good
F,53,79,33.1,Good
F,53,80,33.2,Excellent
F,53,81,33.4,Excellent
F,53,82,33.5,Excellent
F,53,83,33.7,Excellent
F,53,84,33.8,Excellent
F,53,85,34,Excellent
F,53,86,34.2,Excellent
F,53,87,34.6,Excellent
F,53,88,34.9,Excellent
F,53,89,35.4,Excellent
F,53,90,35.9,Excellent
F,53,91,36.5,Excellent
F,53,92,37.1,Excellent
F,53,93,37.8,Excellent
F,53,94,38.6,Excellent
F,53,95,39.5,Excellent
F,53,96,44.4,Excellent
F,53,97,49.3,Excellent
F,53,98,54.3,Excellent
F,53,99,59.2,Excellent
F,54,15,14.5,Poor
F,54,16,15,Poor
F,54,17,15.6,Poor
F,54,18,16.2,Poor
F,54,19,16.8,Poor
F,54,20,17.4,Fair
F,54,21,17.9,Fair
F,54,22,18.5,Fair
F,54,23,19.1,Fair
F,54,24,19.7,Fair
F,54,25,20.2,Fair
F,54,26,20.8,Fair
F,54,27,21.4,Fair
F,54,28,22,Fair
F,54,29,22.6,Fair
F,54,30,23.1,Fair
F,54,31,23.7,Fair
F,54,32,24.3,Fair
F,54,33,24.9,Fair
F,54,34,25.4,Fair
F,54,35,26,Fair
F,54,36,26.6,Fair
F,54,37,27.2,Fair
F,54,38,27.8,Fair
F,54,39,28.3,Fair
F,54,40,28.9,Normal
F,54,41,29,Normal
F,54,42,29.1,Normal
F,54,43,29.1,Normal
F,54,44,29.2,Normal
F,54,45,29.2,Normal
F,54,46,29.3,Normal
F,54,47,29.4,Normal
F,54,48,29.4,Normal
F,54,49,29.5,Normal
F,54,50,29.6,Normal
F,54,51,29.7,Normal
F,54,52,29.8,Normal
F,54,53,29.8,Normal
F,54,54,29.9,Normal
F,54,55,30,Normal
F,54,56,30.1,Normal
F,54,57,30.2,Normal
F,54,58,30.3,Normal
F,54,59,30.4,Normal
F,54,60,30.5,Good
F,54,61,30.6,Good
F,54,62,30.8,Good
F,54,63,30.9,Good
F,54,64,31,Good
F,54,65,31.1,Good
F,54,66,31.2,Good
F,54,67,31.3,Good
F,54,68,31.5,Good
F,54,69,31.6,Good
F,54,70,31.7,Good
F,54,71,31.8,Good
F,54,72,31.9,Good
F,54,73,32,Good
F,54,74,32.1,Good
F,54,75,32.3,Good
F,54,76,32.4,Good
F,54,77,32.5,Good
F,54,78,32.6,Good
F,54,79,32.8,Good
F,54,80,32.9,Excellent
F,54,81,33,Excellent
F,54,82,33.2,Excellent
F,54,83,33.3,Excellent
F,54,84,33.5,Excellent
F,54,85,33.6,Excellent
F,54,86,33.9,Excellent
F,54,87,34.2,Excellent
F,54,88,34.6,Excellent
F,54,89,35,Excellent
F,54,90,35.5,Excellent
F,54,91,36.1,Excellent
F,54,92,36.7,Excellent
F,54,93,37.4,Excellent
F,54,94,38.2,Excellent
F,54,95,39.1,Excellent
F,54,96,44,Excellent
F,54,97,48.9,Excellent
F,54,98,53.8,Excellent
F,54,99,58.6,Excellent
F,55,15,14.3,Poor
F,55,16,14.9,Poor
F,55,17,15.5,Poor
F,55,18,16,Poor
F,55,19,16.6,Poor
F,55,20,17.2,Fair
F,55,21,17.8,Fair
F,55,22,18.3,Fair
F,55,23,18.9,Fair
F,55,24,19.5,Fair
F,55,25,20.1,Fair
F,55,26,20.6,Fair
F,55,27,21.2,Fair
F,55,28,21.8,Fair
F,55,29,22.4,Fair
F,55,30,22.9,Fair
F,55,31,23.5,Fair
F,55,32,24.1,Fair
F,55,33,24.6,Fair
F,55,34,25.2,Fair
F,55,35,25.8,Fair
F,55,36,26.4,Fair
F,55,37,26.9,Fair
F,55,38,27.5,Fair
F,55,39,28.1,Fair
F,55,40,28.7,Normal
F,55,41,28.7,Normal
F,55,42,28.8,Normal
F,55,43,28.9,Normal
F,55,44,28.9,Normal
F,55,45,29,Normal
F,55,46,29,Normal
F,55,47,29.1,Normal
F,55,48,29.2,Normal
F,55,49,29.2,Normal
F,55,50,29.3,Normal
F,55,51,29.4,Normal
F,55,52,29.5,Normal
F,55,53,29.6,Normal
F,55,54,29.7,Normal
F,55,55,29.8,Normal
F,55,56,29.8,Normal
F,55,57,29.9,Normal
F,55,58,30,Normal
F,55,59,30.2,Normal
F,55,60,30.3,Good
F,55,61,30.4,Good
F,55,62,30.5,Good
F,55,63,30.6,Good
F,55,64,30.7,Good
F,55,65,30.8,Good
F,55,66,30.9,Good
F,55,67,31,Good
F,55,68,31.2,Good
F,55,69,31.3,Good
F,55,70,31.4,Good
F,55,71,31.5,Good
F,55,72,31.6,Good
F,55,73,31.7,Good
F,55,74,31.8,Good
F,55,75,31.9,Good
F,55,76,32.1,Good
F,55,77,32.2,Good
F,55,78,32.3,Good
F,55,79,32.4,Good
F,55,80,32.6,Excellent
F,55,81,32.7,Excellent
F,55,82,32.8,Excellent
F,55,83,33,Excellent
F,55,84,33.1,Excellent
F,55,85,33.3,Excellent
F,55,86,33.5,Excellent
F,55,87,33.8,Excellent
F,55,88,34.2,Excellent
F,55,89,34.7,Excellent
F,55,90,35.2,Excellent
F,55,91,35.7,Excellent
F,55,92,36.4,Excellent
F,55,93,37.1,Excellent
F,55,94,37.9,Excellent
F,55,95,38.7,Excellent
F,55,96,43.6,Excellent
F,55,97,48.4,Excellent
F,55,98,53.3,Excellent
F,55,99,58.1,Excellent
F,56,15,14.2,Poor
F,56,16,14.8,Poor
F,56,17,15.3,Poor
F,56,18,15.9,Poor
F,56,19,16.5,Poor
F,56,20,17,Fair
F,56,21,17.6,Fair
F,56,22,18.2,Fair
F,56,23,18.7,Fair
F,56,24,19.3,Fair
F,56,25,19.9,Fair
F,56,26,20.4,Fair
F,56,27,21,Fair
F,56,28,21.6,Fair
F,56,29,22.2,Fair
F,56,30,22.7,Fair
F,56,31,23.3,Fair
F,56,32,23.9,Fair
F,56,33,24.4,Fair
F,56,34,25,Fair
F,56,35,25.6,Fair
F,56,36,26.1,Fair
F,56,37,26.7,Fair
F,56,38,27.3,Fair
F,56,39,27.8,Fair
F,56,40,28.4,Normal
F,56,41,28.5,Normal
F,56,42,28.5,Normal
F,56,43,28.6,Normal
F,56,44,28.7,Normal
F,56,45,28.7,Normal
F,56,46,28.8,Normal
F,56,47,28.8,Normal
F,56,48,28.9,Normal
F,56,49,29,Normal
F,56,50,29.1,Normal
F,56,51,29.1,Normal
F,56,52,29.2,Normal
F,56,53,29.3,Normal
F,56,54,29.4,Normal
F,56,55,29.5,Normal
F,56,56,29.6,Normal
F,56,57,29.7,Normal
F,56,58,29.8,Normal
F,56,59,29.9,Normal
F,56,60,30,Good
F,56,61,30.1,Good
F,56,62,30.2,Good
F,56,63,30.3,Good
F,56,64,30.4,Good
F,56,65,30.5,Good
F,56,66,30.6,Good
F,56,67,30.7,Good
F,56,68,30.9,Good
F,56,69,31,Good
F,56,70,31.1,Good
F,56,71,31.2,Good
F,56,72,31.3,Good
F,56,73,31.4,Good
F,56,74,31.5,Good
F,56,75,31.6,Good
F,56,76,31.7,Good
F,56,77,31.9,Good
F,56,78,32,Good
F,56,79,32.1,Good
F,56,80,32.2,Excellent
F,56,81,32.4,Excellent
F,56,82,32.5,Excellent
F,56,83,32.6,Excellent
F,56,84,32.8,Excellent
F,56,85,32.9,Excellent
F,56,86,33.2,Excellent
F,56,87,33.5,Excellent
F,56,88,33.8,Excellent
F,56,89,34.3,Excellent
F,56,90,34.8,Excellent
F,56,91,35.4,Excellent
F,56,92,36,Excellent
F,56,93,36.7,Excellent
F,56,94,37.5,Excellent
F,56,95,38.4,Excellent
F,56,96,43.2,Excellent
F,56,97,48,Excellent
F,56,98,52.8,Excellent
F,56,99,57.6,Excellent
F,57,15,14.1,Poor
F,57,16,14.6,Poor
F,57,17,15.2,Poor
F,57,18,15.8,Poor
F,57,19,16.3,Poor
F,57,20,16.9,Fair
F,57,21,17.5,Fair
F,57,22,18,Fair
F,57,23,18.6,Fair
F,57,24,19.1,Fair
F,57,25,19.7,Fair
F,57,26,20.3,Fair
F,57,27,20.8,Fair
F,57,28,21.4,Fair
F,57,29,22,Fair
F,57,30,22.5,Fair
F,57,31,23.1,Fair
F,57,32,23.7,Fair
F,57,33,24.2,Fair
F,57,34,24.8,Fair
F,57,35,25.3,Fair
F,57,36,25.9,Fair
F,57,37,26.5,Fair
F,57,38,27,Fair
F,57,39,27.6,Fair
F,57,40,28.2,Normal
F,57,41,28.2,Normal
F,57,42,28.3,Normal
F,57,43,28.4,Normal
F,57,44,28.4,Normal
F,57,45,28.5,Normal
F,57,46,28.5,Normal
F,57,47,28.6,Normal
F,57,48,28.7,Normal
F,57,49,28.7,Normal
F,57,50,28.8,Normal
F,57,51,28.9,Normal
F,57,52,29,Normal
F,57,53,29.1,Normal
F,57,54,29.1,Normal
F,57,55,29.2,Normal
F,57,56,29.3,Normal
F,57,57,29.4,Normal
F,57,58,29.5,Normal
F,57,59,29.6,Normal
F,57,60,29.7,Good
F,57,61,29.8,Good
F,57,62,29.9,Good
F,57,63,30,Good
F,57,64,30.1,Good
F,57,65,30.2,Good
F,57,66,30.4,Good
F,57,67,30.5,Good
F,57,68,30.6,Good
F,57,69,30.7,Good
F,57,70,30.8,Good
F,57,71,30.9,Good
F,57,72,31,Good
F,57,73,31.1,Good
F,57,74,31.2,Good
F,57,75,31.3,Good
F,57,76,31.4,Good
F,57,77,31.6,Good
F,57,78,31.7,Good
F,57,79,31.8,Good
F,57,80,31.9,Excellent
F,57,81,32,Excellent
F,57,82,32.2,Excellent
F,57,83,32.3,Excellent
F,57,84,32.4,Excellent
F,57,85,32.6,Excellent
F,57,86,32.8,Excellent
F,57,87,33.1,Excellent
F,57,88,33.5,Excellent
F,57,89,33.9,Excellent
F,57,90,34.4,Excellent
F,57,91,35,Excellent
F,57,92,35.7,Excellent
F,57,93,36.4,Excellent
F,57,94,37.2,Excellent
F,57,95,38.1,Excellent
F,57,96,42.9,Excellent
F,57,97,47.6,Excellent
F,57,98,52.4,Excellent
F,57,99,57.2,Excellent
F,58,15,14,Poor
F,58,16,14.5,Poor
F,58,17,15.1,Poor
F,58,18,15.6,Poor
F,58,19,16.2,Poor
F,58,20,16.8,Fair
F,58,21,17.3,Fair
F,58,22,17.9,Fair
F,58,23,18.4,Fair
F,58,24,19,Fair
F,58,25,19.5,Fair
F,58,26,20.1,Fair
F,58,27,20.7,Fair
F,58,28,21.2,Fair
F,58,29,21.8,Fair
F,58,30,22.3,Fair
F,58,31,22.9,Fair
F,58,32,23.5,Fair
F,58,33,24,Fair
F,58,34,24.6,Fair
F,58,35,25.1,Fair
F,58,36,25.7,Fair
F,58,37,26.2,Fair
F,58,38,26.8,Fair
F,58,39,27.4,Fair
F,58,40,27.9,Normal
F,58,41,28,Normal
F,58,42,28.1,Normal
F,58,43,28.1,Normal
F,58,44,28.2,Normal
F,58,45,28.2,Normal
F,58,46,28.3,Normal
F,58,47,28.4,Normal
F,58,48,28.4,Normal
F,58,49,28.5,Normal
F,58,50,28.6,Normal
F,58,51,28.6,Normal
F,58,52,28.7,Normal
F,58,53,28.8,Normal
F,58,54,28.9,Normal
F,58,55,29,Normal
F,58,56,29.1,Normal
F,58,57,29.2,Normal
F,58,58,29.3,Normal
F,58,59,29.4,Normal
F,58,60,29.5,Good
F,58,61,29.6,Good
F,58,62,29.7,Good
F,58,63,29.8,Good
F,58,64,29.9,Good
F,58,65,30,Good
F,58,66,30.1,Good
F,58,67,30.2,Good
F,58,68,30.3,Good
F,58,69,30.4,Good
F,58,70,30.5,Good
F,58,71,30.6,Good
F,58,72,30.7,Good
F,58,73,30.8,Good
F,58,74,30.9,Good
F,58,75,31,Good
F,58,76,31.2,Good
F,58,77,31.3,Good
F,58,78,31.4,Good
F,58,79,31.5,Good
F,58,80,31.6,Excellent
F,58,81,31.7,Excellent
F,58,82,31.9,Excellent
F,58,83,32,Excellent
F,58,84,32.1,Excellent
F,58,85,32.3,Excellent
F,58,86,32.5,Excellent
F,58,87,32.8,Excellent
F,58,88,33.2,Excellent
F,58,89,33.6,Excellent
F,58,90,34.1,Excellent
F,58,91,34.7,Excellent
F,58,92,35.3,Excellent
F,58,93,36.1,Excellent
F,58,94,36.9,Excellent
F,58,95,37.8,Excellent
F,58,96,42.5,Excellent
F,58,97,47.3,Excellent
F,58,98,52,Excellent
F,58,99,56.7,Excellent
F,59,15,13.8,Poor
F,59,16,14.4,Poor
F,59,17,15,Poor
F,59,18,15.5,Poor
F,59,19,16.1,Poor
F,59,20,16.6,Fair
F,59,21,17.2,Fair
F,59,22,17.7,Fair
F,59,23,18.3,Fair
F,59,24,18.8,Fair
F,59,25,19.4,Fair
F,59,26,19.9,Fair
F,59,27,20.5,Fair
F,59,28,21,Fair
F,59,29,21.6,Fair
F,59,30,22.2,Fair
F,59,31,22.7,Fair
F,59,32,23.3,Fair
F,59,33,23.8,Fair
F,59,34,24.4,Fair
F,59,35,24.9,Fair
F,59,36,25.5,Fair
F,59,37,26,Fair
F,59,38,26.6,Fair
F,59,39,27.1,Fair
F,59,40,27.7,Normal
F,59,41,27.8,Normal
F,59,42,27.8,Normal
F,59,43,27.9,Normal
F,59,44,27.9,Normal
F,59,45,28,Normal
F,59,46,28.1,Normal
F,59,47,28.1,Normal
F,59,48,28.2,Normal
F,59,49,28.3,Normal
F,59,50,28.3,Normal
F,59,51,28.4,Normal
F,59,52,28.5,Normal
F,59,53,28.6,Normal
F,59,54,28.7,Normal
F,59,55,28.7,Normal
F,59,56,28.8,Normal
F,59,57,28.9,Normal
F,59,58,29,Normal
F,59,59,29.1,Normal
F,59,60,29.2,Good
F,59,61,29.3,Good
F,59,62,29.4,Good
F,59,63,29.5,Good
F,59,64,29.6,Good
F,59,65,29.7,Good
F,59,66,29.8,Good
F,59,67,29.9,Good
F,59,68,30,Good
F,59,69,30.2,Good
F,59,70,30.3,Good
F,59,71,30.4,Good
F,59,72,30.5,Good
F,59,73,30.6,Good
F,59,74,30.7,Good
F,59,75,30.8,Good
F,59,76,30.9,Good
F,59,77,31,Good
F,59,78,31.1,Good
F,59,79,31.2,Good
F,59,80,31.3,Excellent
F,59,81,31.4,Excellent
F,59,82,31.6,Excellent
F,59,83,31.7,Excellent
F,59,84,31.8,Excellent
F,59,85,31.9,Excellent
F,59,86,32.2,Excellent
F,59,87,32.5,Excellent
F,59,88,32.8,Excellent
F,59,89,33.3,Excellent
F,59,90,33.8,Excellent
F,59,91,34.4,Excellent
F,59,92,35,Excellent
F,59,93,35.8,Excellent
F,59,94,36.6,Excellent
F,59,95,37.5,Excellent
F,59,96,42.2,Excellent
F,59,97,46.9,Excellent
F,59,98,51.6,Excellent
F,59,99,56.3,Excellent
F,60,15,13.7,Poor
F,60,16,14.3,Poor
F,60,17,14.8,Poor
F,60,18,15.4,Poor
F,60,19,15.9,Poor
F,60,20,16.5,Fair
F,60,21,17,Fair
F,60,22,17.6,Fair
F,60,23,18.1,Fair
F,60,24,18.7,Fair
F,60,25,19.2,Fair
F,60,26,19.8,Fair
F,60,27,20.3,Fair
F,60,28,20.9,Fair
F,60,29,21.4,Fair
F,60,30,22,Fair
F,60,31,22.5,Fair
F,60,32,23.1,Fair
F,60,33,23.6,Fair
F,60,34,24.2,Fair
F,60,35,24.7,Fair
F,60,36,25.3,Fair
F,60,37,25.8,Fair
F,60,38,26.4,Fair
F,60,39,26.9,Fair
F,60,40,27.5,Normal
F,60,41,27.5,Normal
F,60,42,27.6,Normal
F,60,43,27.7,Normal
F,60,44,27.7,Normal
F,60,45,27.8,Normal
F,60,46,27.8,Normal
F,60,47,27.9,Normal
F,60,48,28,Normal
F,60,49,28,Normal
F,60,50,28.1,Normal
F,60,51,28.2,Normal
F,60,52,28.3,Normal
F,60,53,28.3,Normal
F,60,54,28.4,Normal
F,60,55,28.5,Normal
F,60,56,28.6,Normal
F,60,57,28.7,Normal
F,60,58,28.8,Normal
F,60,59,28.9,Normal
F,60,60,29,Good
F,60,61,29.1,Good
F,60,62,29.2,Good
F,60,63,29.3,Good
F,60,64,29.4,Good
F,60,65,29.5,Good
F,60,66,29.6,Good
F,60,67,29.7,Good
F,60,68,29.8,Good
F,60,69,29.9,Good
F,60,70,30,Good
F,60,71,30.1,Good
F,60,72,30.2,Good
F,60,73,30.3,Good
F,60,74,30.4,Good
F,60,75,30.5,Good
F,60,76,30.6,Good
F,60,77,30.7,Good
F,60,78,30.8,Good
F,60,79,30.9,Good
F,60,80,31,Excellent
F,60,81,31.2,Excellent
F,60,82,31.3,Excellent
F,60,83,31.4,Excellent
F,60,84,31.5,Excellent
F,60,85,31.6,Excellent
F,60,86,31.8,Excellent
F,60,87,32.1,Excellent
F,60,88,32.5,Excellent
F,60,89,33,Excellent
F,60,90,33.5,Excellent
F,60,91,34.1,Excellent
F,60,92,34.7,Excellent
F,60,93,35.5,Excellent
F,60,94,36.4,Excellent
F,60,95,37.3,Excellent
F,60,96,42,Excellent
F,60,97,46.6,Excellent
F,60,98,51.3,Excellent
F,60,99,55.9,Excellent
F,61,15,13.6,Poor
F,61,16,14.2,Poor
F,61,17,14.7,Poor
F,61,18,15.3,Poor
F,61,19,15.8,Poor
F,61,20,16.4,Fair
F,61,21,16.9,Fair
F,61,22,17.4,Fair
F,61,23,18,Fair
F,61,24,18.5,Fair
F,61,25,19.1,Fair
F,61,26,19.6,Fair
F,61,27,20.2,Fair
F,61,28,20.7,Fair
F,61,29,21.3,Fair
F,61,30,21.8,Fair
F,61,31,22.4,Fair
F,61,32,22.9,Fair
F,61,33,23.4,Fair
F,61,34,24,Fair
F,61,35,24.5,Fair
F,61,36,25.1,Fair
F,61,37,25.6,Fair
F,61,38,26.2,Fair
F,61,39,26.7,Fair
F,61,40,27.3,Normal
F,61,41,27.3,Normal
F,61,42,27.4,Normal
F,61,43,27.4,Normal
F,61,44,27.5,Normal
F,61,45,27.6,Normal
F,61,46,27.6,Normal
F,61,47,27.7,Normal
F,61,48,27.7,Normal
F,61,49,27.8,Normal
F,61,50,27.9,Normal
F,61,51,28,Normal
F,61,52,28,Normal
F,61,53,28.1,Normal
F,61,54,28.2,Normal
F,61,55,28.3,Normal
F,61,56,28.4,Normal
F,61,57,28.5,Normal
F,61,58,28.6,Normal
F,61,59,28.6,Normal
F,61,60,28.7,Good
F,61,61,28.8,Good
F,61,62,28.9,Good
F,61,63,29,Good
F,61,64,29.1,Good
F,61,65,29.2,Good
F,61,66,29.3,Good
F,61,67,29.4,Good
F,61,68,29.5,Good
F,61,69,29.7,Good
F,61,70,29.8,Good
F,61,71,29.9,Good
F,61,72,29.9,Good
F,61,73,30,Good
F,61,74,30.1,Good
F,61,75,30.2,Good
F,61,76,30.3,Good
F,61,77,30.4,Good
F,61,78,30.5,Good
F,61,79,30.6,Good
F,61,80,30.8,Excellent
F,61,81,30.9,Excellent
F,61,82,31,Excellent
F,61,83,31.1,Excellent
F,61,84,31.2,Excellent
F,61,85,31.3,Excellent
F,61,86,31.5,Excellent
F,61,87,31.8,Excellent
F,61,88,32.2,Excellent
F,61,89,32.7,Excellent
F,61,90,33.2,Excellent
F,61,91,33.8,Excellent
F,61,92,34.5,Excellent
F,61,93,35.2,Excellent
F,61,94,36.1,Excellent
F,61,95,37.1,Excellent
F,61,96,41.7,Excellent
F,61,97,46.3,Excellent
F,61,98,51,Excellent
F,61,99,55.6,Excellent
F,62,15,13.5,Poor
F,62,16,14.1,Poor
F,62,17,14.6,Poor
F,62,18,15.2,Poor
F,62,19,15.7,Poor
F,62,20,16.2,Fair
F,62,21,16.8,Fair
F,62,22,17.3,Fair
F,62,23,17.9,Fair
F,62,24,18.4,Fair
F,62,25,18.9,Fair
F,62,26,19.5,Fair
F,62,27,20,Fair
F,62,28,20.6,Fair
F,62,29,21.1,Fair
F,62,30,21.6,Fair
F,62,31,22.2,Fair
F,62,32,22.7,Fair
F,62,33,23.3,Fair
F,62,34,23.8,Fair
F,62,35,24.4,Fair
F,62,36,24.9,Fair
F,62,37,25.4,Fair
F,62,38,26,Fair
F,62,39,26.5,Fair
F,62,40,27.1,Normal
F,62,41,27.1,Normal
F,62,42,27.2,Normal
F,62,43,27.2,Normal
F,62,44,27.3,Normal
F,62,45,27.4,Normal
F,62,46,27.4,Normal
F,62,47,27.5,Normal
F,62,48,27.5,Normal
F,62,49,27.6,Normal
F,62,50,27.7,Normal
F,62,51,27.7,Normal
F,62,52,27.8,Normal
F,62,53,27.9,Normal
F,62,54,28,Normal
F,62,55,28.1,Normal
F,62,56,28.2,Normal
F,62,57,28.2,Normal
F,62,58,28.3,Normal
F,62,59,28.4,Normal
F,62,60,28.5,Good
F,62,61,28.6,Good
F,62,62,28.7,Good
F,62,63,28.8,Good
F,62,64,28.9,Good
F,62,65,29,Good
F,62,66,29.1,Good
F,62,67,29.2,Good
F,62,68,29.3,Good
F,62,69,29.4,Good
F,62,70,29.5,Good
F,62,71,29.6,Good
F,62,72,29.7,Good
F,62,73,29.8,Good
F,62,74,29.9,Good
F,62,75,30,Good
F,62,76,30.1,Good
F,62,77,30.2,Good
F,62,78,30.3,Good
F,62,79,30.4,Good
F,62,80,30.5,Excellent
F,62,81,30.6,Excellent
F,62,82,30.7,Excellent
F,62,83,30.8,Excellent
F,62,84,30.9,Excellent
F,62,85,31.1,Excellent
F,62,86,31.3,Excellent
F,62,87,31.6,Excellent
F,62,88,31.9,Excellent
F,62,89,32.4,Excellent
F,62,90,32.9,Excellent
F,62,91,33.5,Excellent
F,62,92,34.2,Excellent
F,62,93,35,Excellent
F,62,94,35.9,Excellent
F,62,95,36.9,Excellent
F,62,96,41.5,Excellent
F,62,97,46.1,Excellent
F,62,98,50.7,Excellent
F,62,99,55.3,Excellent
F,63,15,13.4,Poor
F,63,16,14,Poor
F,63,17,14.5,Poor
F,63,18,15,Poor
F,63,19,15.6,Poor
F,63,20,16.1,Fair
F,63,21,16.7,Fair
F,63,22,17.2,Fair
F,63,23,17.7,Fair
F,63,24,18.3,Fair
F,63,25,18.8,Fair
F,63,26,19.3,Fair
F,63,27,19.9,Fair
F,63,28,20.4,Fair
F,63,29,21,Fair
F,63,30,21.5,Fair
F,63,31,22,Fair
F,63,32,22.6,Fair
F,63,33,23.1,Fair
F,63,34,23.6,Fair
F,63,35,24.2,Fair
F,63,36,24.7,Fair
F,63,37,25.3,Fair
F,63,38,25.8,Fair
F,63,39,26.3,Fair
F,63,40,26.9,Normal
F,63,41,26.9,Normal
F,63,42,27,Normal
F,63,43,27,Normal
F,63,44,27.1,Normal
F,63,45,27.2,Normal
F,63,46,27.2,Normal
F,63,47,27.3,Normal
F,63,48,27.3,Normal
F,63,49,27.4,Normal
F,63,50,27.5,Normal
F,63,51,27.5,Normal
F,63,52,27.6,Normal
F,63,53,27.7,Normal
